Mes;Día;Hora;coeficientes
4;2;24;0,000113710637
4;3;1;0,000093110244
4;3;2;0,000078239543
4;3;3;0,000069716765
4;3;4;0,000065477455
4;3;5;0,000064020193
4;3;6;0,000066272326
4;3;7;0,000075170459
4;3;8;0,000091299706
4;3;9;0,000100661514
4;3;10;0,000106060009
4;3;11;0,000109935003
4;3;12;0,000110751953
4;3;13;0,000113931435
4;3;14;0,000121604143
4;3;15;0,000123238043
4;3;16;0,000113258003
4;3;17;0,000105419697
4;3;18;0,000103520840
4;3;19;0,000105132660
4;3;20;0,000112970966
4;3;21;0,000132401134
4;3;22;0,000152471613
4;3;23;0,000137534672
4;3;24;0,000113710637
4;4;1;0,000093132324
4;4;2;0,000078724293
4;4;3;0,000069849243
4;4;4;0,000065467419
4;4;5;0,000064093457
4;4;6;0,000066284369
4;4;7;0,000075567895
4;4;8;0,000092612447
4;4;9;0,000102081642
4;4;10;0,000106277796
4;4;11;0,000109434194
4;4;12;0,000109768401
4;4;13;0,000112776263
4;4;14;0,000120091681
4;4;15;0,000122839604
4;4;16;0,000114113091
4;4;17;0,000106612003
4;4;18;0,000104198286
4;4;19;0,000104606761
4;4;20;0,000108580110
4;4;21;0,000121911252
4;4;22;0,000142149337
4;4;23;0,000132791543
4;4;24;0,000114150225
4;5;1;0,000096779423
4;5;2;0,000082511971
4;5;3;0,000072708569
4;5;4;0,000067164978
4;5;5;0,000064772481
4;5;6;0,000065035072
4;5;7;0,000067485923
4;5;8;0,000071599851
4;5;9;0,000084933645
4;5;10;0,000105415754
4;5;11;0,000117990952
4;5;12;0,000120733570
4;5;13;0,000122104880
4;5;14;0,000129019780
4;5;15;0,000128523774
4;5;16;0,000113964554
4;5;17;0,000103723500
4;5;18;0,000099463688
4;5;19;0,000099142743
4;5;20;0,000102031246
4;5;21;0,000114227146
4;5;22;0,000135001022
4;5;23;0,000127765178
4;5;24;0,000111572057
4;6;1;0,000097053685
4;6;2;0,000083247227
4;6;3;0,000073198739
4;6;4;0,000067425624
4;6;5;0,000064675225
4;6;6;0,000064484603
4;6;7;0,000065927882
4;6;8;0,000067697941
4;6;9;0,000077583038
4;6;10;0,000098306342
4;6;11;0,000114400261
4;6;12;0,000120064449
4;6;13;0,000121153716
4;6;14;0,000126491124
4;6;15;0,000125075077
4;6;16;0,000109988730
4;6;17;0,000100239791
4;6;18;0,000096590747
4;6;19;0,000097979562
4;6;20;0,000103752677
4;6;21;0,000120718010
4;6;22;0,000141958715
4;6;23;0,000130031242
4;6;24;0,000109253475
4;7;1;0,000092535322
4;7;2;0,000077830218
4;7;3;0,000069189399
4;7;4;0,000064978963
4;7;5;0,000063470747
4;7;6;0,000065481702
4;7;7;0,000073494098
4;7;8;0,000087602200
4;7;9;0,000096997127
4;7;10;0,000104758154
4;7;11;0,000110476805
4;7;12;0,000111796494
4;7;13;0,000114812926
4;7;14;0,000122856743
4;7;15;0,000125024803
4;7;16;0,000114153081
4;7;17;0,000105700789
4;7;18;0,000103626992
4;7;19;0,000105543683
4;7;20;0,000114027397
4;7;21;0,000134702521
4;7;22;0,000155597594
4;7;23;0,000139007221
4;7;24;0,000113210447
4;8;1;0,000093110244
4;8;2;0,000078239543
4;8;3;0,000069716765
4;8;4;0,000065477455
4;8;5;0,000064020193
4;8;6;0,000066272326
4;8;7;0,000075170459
4;8;8;0,000091299706
4;8;9;0,000100661514
4;8;10;0,000106060009
4;8;11;0,000109935003
4;8;12;0,000110751953
4;8;13;0,000113931435
4;8;14;0,000121604143
4;8;15;0,000123238043
4;8;16;0,000113258003
4;8;17;0,000105419697
4;8;18;0,000103520840
4;8;19;0,000105132660
4;8;20;0,000112970966
4;8;21;0,000132401134
4;8;22;0,000152471613
4;8;23;0,000137534672
4;8;24;0,000113710637
4;9;1;0,000093110244
4;9;2;0,000078239543
4;9;3;0,000069716765
4;9;4;0,000065477455
4;9;5;0,000064020193
4;9;6;0,000066272326
4;9;7;0,000075170459
4;9;8;0,000091299706
4;9;9;0,000100661514
4;9;10;0,000106060009
4;9;11;0,000109935003
4;9;12;0,000110751953
4;9;13;0,000113931435
4;9;14;0,000121604143
4;9;15;0,000123238043
4;9;16;0,000113258003
4;9;17;0,000105419697
4;9;18;0,000103520840
4;9;19;0,000105132660
4;9;20;0,000112970966
4;9;21;0,000132401134
4;9;22;0,000152471613
4;9;23;0,000137534672
4;9;24;0,000113710637
4;10;1;0,000093110244
4;10;2;0,000078239543
4;10;3;0,000069716765
4;10;4;0,000065477455
4;10;5;0,000064020193
4;10;6;0,000066272326
4;10;7;0,000075170459
4;10;8;0,000091299706
4;10;9;0,000100661514
4;10;10;0,000106060009
4;10;11;0,000109935003
4;10;12;0,000110751953
4;10;13;0,000113931435
4;10;14;0,000121604143
4;10;15;0,000123238043
4;10;16;0,000113258003
4;10;17;0,000105419697
4;10;18;0,000103520840
4;10;19;0,000105132660
4;10;20;0,000112970966
4;10;21;0,000132401134
4;10;22;0,000152471613
4;10;23;0,000137534672
4;10;24;0,000113710637
4;11;1;0,000093132324
4;11;2;0,000078724293
4;11;3;0,000069849243
4;11;4;0,000065467419
4;11;5;0,000064093457
4;11;6;0,000066284369
4;11;7;0,000075567895
4;11;8;0,000092612447
4;11;9;0,000102081642
4;11;10;0,000106277796
4;11;11;0,000109434194
4;11;12;0,000109768401
4;11;13;0,000112776263
4;11;14;0,000120091681
4;11;15;0,000122839604
4;11;16;0,000114113091
4;11;17;0,000106612003
4;11;18;0,000104198286
4;11;19;0,000104606761
4;11;20;0,000108580110
4;11;21;0,000121911252
4;11;22;0,000142149337
4;11;23;0,000132791543
4;11;24;0,000114150225
4;12;1;0,000096779423
4;12;2;0,000082511971
4;12;3;0,000072708569
4;12;4;0,000067164978
4;12;5;0,000064772481
4;12;6;0,000065035072
4;12;7;0,000067485923
4;12;8;0,000071599851
4;12;9;0,000084933645
4;12;10;0,000105415754
4;12;11;0,000117990952
4;12;12;0,000120733570
4;12;13;0,000122104880
4;12;14;0,000129019780
4;12;15;0,000128523774
4;12;16;0,000113964554
4;12;17;0,000103723500
4;12;18;0,000099463688
4;12;19;0,000099142743
4;12;20;0,000102031246
4;12;21;0,000114227146
4;12;22;0,000135001022
4;12;23;0,000127765178
4;12;24;0,000111572057
4;13;1;0,000097053685
4;13;2;0,000083247227
4;13;3;0,000073198739
4;13;4;0,000067425624
4;13;5;0,000064675225
4;13;6;0,000064484603
4;13;7;0,000065927882
4;13;8;0,000067697941
4;13;9;0,000077583038
4;13;10;0,000098306342
4;13;11;0,000114400261
4;13;12;0,000120064449
4;13;13;0,000121153716
4;13;14;0,000126491124
4;13;15;0,000125075077
4;13;16;0,000109988730
4;13;17;0,000100239791
4;13;18;0,000096590747
4;13;19;0,000097979562
4;13;20;0,000103752677
4;13;21;0,000120718010
4;13;22;0,000141958715
4;13;23;0,000130031242
4;13;24;0,000109253475
4;14;1;0,000092535322
4;14;2;0,000077830218
4;14;3;0,000069189399
4;14;4;0,000064978963
4;14;5;0,000063470747
4;14;6;0,000065481702
4;14;7;0,000073494098
4;14;8;0,000087602200
4;14;9;0,000096997127
4;14;10;0,000104758154
4;14;11;0,000110476805
4;14;12;0,000111796494
4;14;13;0,000114812926
4;14;14;0,000122856743
4;14;15;0,000125024803
4;14;16;0,000114153081
4;14;17;0,000105700789
4;14;18;0,000103626992
4;14;19;0,000105543683
4;14;20;0,000114027397
4;14;21;0,000134702521
4;14;22;0,000155597594
4;14;23;0,000139007221
4;14;24;0,000113210447
4;15;1;0,000093110244
4;15;2;0,000078239543
4;15;3;0,000069716765
4;15;4;0,000065477455
4;15;5;0,000064020193
4;15;6;0,000066272326
4;15;7;0,000075170459
4;15;8;0,000091299706
4;15;9;0,000100661514
4;15;10;0,000106060009
4;15;11;0,000109935003
4;15;12;0,000110751953
4;15;13;0,000113931435
4;15;14;0,000121604143
4;15;15;0,000123238043
4;15;16;0,000113258003
4;15;17;0,000105419697
4;15;18;0,000103520840
4;15;19;0,000105132660
4;15;20;0,000112970966
4;15;21;0,000132401134
4;15;22;0,000152471613
4;15;23;0,000137534672
4;15;24;0,000113710637
4;16;1;0,000093110244
4;16;2;0,000078239543
4;16;3;0,000069716765
4;16;4;0,000065477455
4;16;5;0,000064020193
4;16;6;0,000066272326
4;16;7;0,000075170459
4;16;8;0,000091299706
4;16;9;0,000100661514
4;16;10;0,000106060009
4;16;11;0,000109935003
4;16;12;0,000110751953
4;16;13;0,000113931435
4;16;14;0,000121604143
4;16;15;0,000123238043
4;16;16;0,000113258003
4;16;17;0,000105419697
4;16;18;0,000103520840
4;16;19;0,000105132660
4;16;20;0,000112970966
4;16;21;0,000132401134
4;16;22;0,000152471613
4;16;23;0,000137534672
4;16;24;0,000113710637
4;17;1;0,000093110244
4;17;2;0,000078239543
4;17;3;0,000069716765
4;17;4;0,000065477455
4;17;5;0,000064020193
4;17;6;0,000066272326
4;17;7;0,000075170459
4;17;8;0,000091299706
4;17;9;0,000100661514
4;17;10;0,000106060009
4;17;11;0,000109935003
4;17;12;0,000110751953
4;17;13;0,000113931435
4;17;14;0,000121604143
4;17;15;0,000123238043
4;17;16;0,000113258003
4;17;17;0,000105419697
4;17;18;0,000103520840
4;17;19;0,000105132660
4;17;20;0,000112970966
4;17;21;0,000132401134
4;17;22;0,000152471613
4;17;23;0,000137534672
4;17;24;0,000113710637
4;18;1;0,000097053685
4;18;2;0,000083247227
4;18;3;0,000073198739
4;18;4;0,000067425624
4;18;5;0,000064675225
4;18;6;0,000064484603
4;18;7;0,000065927882
4;18;8;0,000067697941
4;18;9;0,000077583038
4;18;10;0,000098306342
4;18;11;0,000114400261
4;18;12;0,000120064449
4;18;13;0,000121153716
4;18;14;0,000126491124
4;18;15;0,000125075077
4;18;16;0,000109988730
4;18;17;0,000100239791
4;18;18;0,000096590747
4;18;19;0,000097979562
4;18;20;0,000103752677
4;18;21;0,000120718010
4;18;22;0,000141958715
4;18;23;0,000130031242
4;18;24;0,000109253475
4;19;1;0,000096779423
4;19;2;0,000082511971
4;19;3;0,000072708569
4;19;4;0,000067164978
4;19;5;0,000064772481
4;19;6;0,000065035072
4;19;7;0,000067485923
4;19;8;0,000071599851
4;19;9;0,000084933645
4;19;10;0,000105415754
4;19;11;0,000117990952
4;19;12;0,000120733570
4;19;13;0,000122104880
4;19;14;0,000129019780
4;19;15;0,000128523774
4;19;16;0,000113964554
4;19;17;0,000103723500
4;19;18;0,000099463688
4;19;19;0,000099142743
4;19;20;0,000102031246
4;19;21;0,000114227146
4;19;22;0,000135001022
4;19;23;0,000127765178
4;19;24;0,000111572057
4;20;1;0,000097053685
4;20;2;0,000083247227
4;20;3;0,000073198739
4;20;4;0,000067425624
4;20;5;0,000064675225
4;20;6;0,000064484603
4;20;7;0,000065927882
4;20;8;0,000067697941
4;20;9;0,000077583038
4;20;10;0,000098306342
4;20;11;0,000114400261
4;20;12;0,000120064449
4;20;13;0,000121153716
4;20;14;0,000126491124
4;20;15;0,000125075077
4;20;16;0,000109988730
4;20;17;0,000100239791
4;20;18;0,000096590747
4;20;19;0,000097979562
4;20;20;0,000103752677
4;20;21;0,000120718010
4;20;22;0,000141958715
4;20;23;0,000130031242
4;20;24;0,000109253475
4;21;1;0,000092535322
4;21;2;0,000077830218
4;21;3;0,000069189399
4;21;4;0,000064978963
4;21;5;0,000063470747
4;21;6;0,000065481702
4;21;7;0,000073494098
4;21;8;0,000087602200
4;21;9;0,000096997127
4;21;10;0,000104758154
4;21;11;0,000110476805
4;21;12;0,000111796494
4;21;13;0,000114812926
4;21;14;0,000122856743
4;21;15;0,000125024803
4;21;16;0,000114153081
4;21;17;0,000105700789
4;21;18;0,000103626992
4;21;19;0,000105543683
4;21;20;0,000114027397
4;21;21;0,000134702521
4;21;22;0,000155597594
4;21;23;0,000139007221
4;21;24;0,000113210447
4;22;1;0,000093110244
4;22;2;0,000078239543
4;22;3;0,000069716765
4;22;4;0,000065477455
4;22;5;0,000064020193
4;22;6;0,000066272326
4;22;7;0,000075170459
4;22;8;0,000091299706
4;22;9;0,000100661514
4;22;10;0,000106060009
4;22;11;0,000109935003
4;22;12;0,000110751953
4;22;13;0,000113931435
4;22;14;0,000121604143
4;22;15;0,000123238043
4;22;16;0,000113258003
4;22;17;0,000105419697
4;22;18;0,000103520840
4;22;19;0,000105132660
4;22;20;0,000112970966
4;22;21;0,000132401134
4;22;22;0,000152471613
4;22;23;0,000137534672
4;22;24;0,000113710637
4;23;1;0,000093110244
4;23;2;0,000078239543
4;23;3;0,000069716765
4;23;4;0,000065477455
4;23;5;0,000064020193
4;23;6;0,000066272326
4;23;7;0,000075170459
4;23;8;0,000091299706
4;23;9;0,000100661514
4;23;10;0,000106060009
4;23;11;0,000109935003
4;23;12;0,000110751953
4;23;13;0,000113931435
4;23;14;0,000121604143
4;23;15;0,000123238043
4;23;16;0,000113258003
4;23;17;0,000105419697
4;23;18;0,000103520840
4;23;19;0,000105132660
4;23;20;0,000112970966
4;23;21;0,000132401134
4;23;22;0,000152471613
4;23;23;0,000137534672
4;23;24;0,000113710637
4;24;1;0,000093110244
4;24;2;0,000078239543
4;24;3;0,000069716765
4;24;4;0,000065477455
4;24;5;0,000064020193
4;24;6;0,000066272326
4;24;7;0,000075170459
4;24;8;0,000091299706
4;24;9;0,000100661514
4;24;10;0,000106060009
4;24;11;0,000109935003
4;24;12;0,000110751953
4;24;13;0,000113931435
4;24;14;0,000121604143
4;24;15;0,000123238043
4;24;16;0,000113258003
4;24;17;0,000105419697
4;24;18;0,000103520840
4;24;19;0,000105132660
4;24;20;0,000112970966
4;24;21;0,000132401134
4;24;22;0,000152471613
4;24;23;0,000137534672
4;24;24;0,000113710637
4;25;1;0,000093132324
4;25;2;0,000078724293
4;25;3;0,000069849243
4;25;4;0,000065467419
4;25;5;0,000064093457
4;25;6;0,000066284369
4;25;7;0,000075567895
4;25;8;0,000092612447
4;25;9;0,000102081642
4;25;10;0,000106277796
4;25;11;0,000109434194
4;25;12;0,000109768401
4;25;13;0,000112776263
4;25;14;0,000120091681
4;25;15;0,000122839604
4;25;16;0,000114113091
4;25;17;0,000106612003
4;25;18;0,000104198286
4;25;19;0,000104606761
4;25;20;0,000108580110
4;25;21;0,000121911252
4;25;22;0,000142149337
4;25;23;0,000132791543
4;25;24;0,000114150225
4;26;1;0,000096779423
4;26;2;0,000082511971
4;26;3;0,000072708569
4;26;4;0,000067164978
4;26;5;0,000064772481
4;26;6;0,000065035072
4;26;7;0,000067485923
4;26;8;0,000071599851
4;26;9;0,000084933645
4;26;10;0,000105415754
4;26;11;0,000117990952
4;26;12;0,000120733570
4;26;13;0,000122104880
4;26;14;0,000129019780
4;26;15;0,000128523774
4;26;16;0,000113964554
4;26;17;0,000103723500
4;26;18;0,000099463688
4;26;19;0,000099142743
4;26;20;0,000102031246
4;26;21;0,000114227146
4;26;22;0,000135001022
4;26;23;0,000127765178
4;26;24;0,000111572057
4;27;1;0,000097053685
4;27;2;0,000083247227
4;27;3;0,000073198739
4;27;4;0,000067425624
4;27;5;0,000064675225
4;27;6;0,000064484603
4;27;7;0,000065927882
4;27;8;0,000067697941
4;27;9;0,000077583038
4;27;10;0,000098306342
4;27;11;0,000114400261
4;27;12;0,000120064449
4;27;13;0,000121153716
4;27;14;0,000126491124
4;27;15;0,000125075077
4;27;16;0,000109988730
4;27;17;0,000100239791
4;27;18;0,000096590747
4;27;19;0,000097979562
4;27;20;0,000103752677
4;27;21;0,000120718010
4;27;22;0,000141958715
4;27;23;0,000130031242
4;27;24;0,000109253475
4;28;1;0,000092535322
4;28;2;0,000077830218
4;28;3;0,000069189399
4;28;4;0,000064978963
4;28;5;0,000063470747
4;28;6;0,000065481702
4;28;7;0,000073494098
4;28;8;0,000087602200
4;28;9;0,000096997127
4;28;10;0,000104758154
4;28;11;0,000110476805
4;28;12;0,000111796494
4;28;13;0,000114812926
4;28;14;0,000122856743
4;28;15;0,000125024803
4;28;16;0,000114153081
4;28;17;0,000105700789
4;28;18;0,000103626992
4;28;19;0,000105543683
4;28;20;0,000114027397
4;28;21;0,000134702521
4;28;22;0,000155597594
4;28;23;0,000139007221
4;28;24;0,000113210447
4;29;1;0,000093110244
4;29;2;0,000078239543
4;29;3;0,000069716765
4;29;4;0,000065477455
4;29;5;0,000064020193
4;29;6;0,000066272326
4;29;7;0,000075170459
4;29;8;0,000091299706
4;29;9;0,000100661514
4;29;10;0,000106060009
4;29;11;0,000109935003
4;29;12;0,000110751953
4;29;13;0,000113931435
4;29;14;0,000121604143
4;29;15;0,000123238043
4;29;16;0,000113258003
4;29;17;0,000105419697
4;29;18;0,000103520840
4;29;19;0,000105132660
4;29;20;0,000112970966
4;29;21;0,000132401134
4;29;22;0,000152471613
4;29;23;0,000137534672
4;29;24;0,000113710637
4;30;1;0,000093110244
4;30;2;0,000078239543
4;30;3;0,000069716765
4;30;4;0,000065477455
4;30;5;0,000064020193
4;30;6;0,000066272326
4;30;7;0,000075170459
4;30;8;0,000091299706
4;30;9;0,000100661514
4;30;10;0,000106060009
4;30;11;0,000109935003
4;30;12;0,000110751953
4;30;13;0,000113931435
4;30;14;0,000121604143
4;30;15;0,000123238043
4;30;16;0,000113258003
4;30;17;0,000105419697
4;30;18;0,000103520840
4;30;19;0,000105132660
4;30;20;0,000112970966
4;30;21;0,000132401134
4;30;22;0,000152471613
4;30;23;0,000137534672
4;30;24;0,000113710637
5;1;1;0,000092179215
5;1;2;0,000079516487
5;1;3;0,000070366645
5;1;4;0,000065301554
5;1;5;0,000062660081
5;1;6;0,000062088216
5;1;7;0,000062169911
5;1;8;0,000062333301
5;1;9;0,000074451396
5;1;10;0,000093459104
5;1;11;0,000108300366
5;1;12;0,000114291335
5;1;13;0,000117150660
5;1;14;0,000123931347
5;1;15;0,000122025130
5;1;16;0,000106067369
5;1;17;0,000096672442
5;1;18;0,000094384981
5;1;19;0,000096645210
5;1;20;0,000102009850
5;1;21;0,000114182408
5;1;22;0,000132100849
5;1;23;0,000125728637
5;1;24;0,000104869175
5;2;1;0,000088293465
5;2;2;0,000075222262
5;2;3;0,000067335550
5;2;4;0,000063596432
5;2;5;0,000062119637
5;2;6;0,000063784959
5;2;7;0,000070414824
5;2;8;0,000083046131
5;2;9;0,000094012117
5;2;10;0,000098411079
5;2;11;0,000101898828
5;2;12;0,000103312781
5;2;13;0,000107428953
5;2;14;0,000115189980
5;2;15;0,000117515146
5;2;16;0,000108717220
5;2;17;0,000101993092
5;2;18;0,000100767666
5;2;19;0,000101176142
5;2;20;0,000103438465
5;2;21;0,000110256857
5;2;22;0,000126030281
5;2;23;0,000124145011
5;2;24;0,000107303268
5;3;1;0,000091906899
5;3;2;0,000078869735
5;3;3;0,000069917322
5;3;4;0,000065015621
5;3;5;0,000062837087
5;3;6;0,000062734968
5;3;7;0,000063756156
5;3;8;0,000066581442
5;3;9;0,000082035417
5;3;10;0,000100518916
5;3;11;0,000111309466
5;3;12;0,000113930515
5;3;13;0,000116075009
5;3;14;0,000123767957
5;3;15;0,000123291403
5;3;16;0,000108518220
5;3;17;0,000098987134
5;3;18;0,000095651254
5;3;19;0,000095753373
5;3;20;0,000097421313
5;3;21;0,000104024994
5;3;22;0,000120398037
5;3;23;0,000119921483
5;3;24;0,000105114260
5;4;1;0,000092179215
5;4;2;0,000079516487
5;4;3;0,000070366645
5;4;4;0,000065301554
5;4;5;0,000062660081
5;4;6;0,000062088216
5;4;7;0,000062169911
5;4;8;0,000062333301
5;4;9;0,000074451396
5;4;10;0,000093459104
5;4;11;0,000108300366
5;4;12;0,000114291335
5;4;13;0,000117150660
5;4;14;0,000123931347
5;4;15;0,000122025130
5;4;16;0,000106067369
5;4;17;0,000096672442
5;4;18;0,000094384981
5;4;19;0,000096645210
5;4;20;0,000102009850
5;4;21;0,000114182408
5;4;22;0,000132100849
5;4;23;0,000125728637
5;4;24;0,000104869175
5;5;1;0,000086439617
5;5;2;0,000073619782
5;5;3;0,000066047282
5;5;4;0,000062433849
5;5;5;0,000061082739
5;5;6;0,000062622376
5;5;7;0,000068592397
5;5;8;0,000079966857
5;5;9;0,000090461525
5;5;10;0,000095583175
5;5;11;0,000100170664
5;5;12;0,000102307303
5;5;13;0,000106612003
5;5;14;0,000114970032
5;5;15;0,000116415405
5;5;16;0,000105763631
5;5;17;0,000098536764
5;5;18;0,000097939762
5;5;19;0,000100044980
5;5;20;0,000106706266
5;5;21;0,000120405893
5;5;22;0,000136996266
5;5;23;0,000128449710
5;5;24;0,000104978102
5;6;1;0,000086698841
5;6;2;0,000073719545
5;6;3;0,000066366993
5;6;4;0,000062700929
5;6;5;0,000061434656
5;6;6;0,000063140039
5;6;7;0,000069890091
5;6;8;0,000082726421
5;6;9;0,000093122112
5;6;10;0,000096839236
5;6;11;0,000100209155
5;6;12;0,000101863479
5;6;13;0,000106387341
5;6;14;0,000114413877
5;6;15;0,000115802692
5;6;16;0,000105866535
5;6;17;0,000098953094
5;6;18;0,000098595679
5;6;19;0,000100668690
5;6;20;0,000106836664
5;6;21;0,000119948715
5;6;22;0,000136369414
5;6;23;0,000128547116
5;6;24;0,000106172892
5;7;1;0,000086698841
5;7;2;0,000073719545
5;7;3;0,000066366993
5;7;4;0,000062700929
5;7;5;0,000061434656
5;7;6;0,000063140039
5;7;7;0,000069890091
5;7;8;0,000082726421
5;7;9;0,000093122112
5;7;10;0,000096839236
5;7;11;0,000100209155
5;7;12;0,000101863479
5;7;13;0,000106387341
5;7;14;0,000114413877
5;7;15;0,000115802692
5;7;16;0,000105866535
5;7;17;0,000098953094
5;7;18;0,000098595679
5;7;19;0,000100668690
5;7;20;0,000106836664
5;7;21;0,000119948715
5;7;22;0,000136369414
5;7;23;0,000128547116
5;7;24;0,000106172892
5;8;1;0,000086698841
5;8;2;0,000073719545
5;8;3;0,000066366993
5;8;4;0,000062700929
5;8;5;0,000061434656
5;8;6;0,000063140039
5;8;7;0,000069890091
5;8;8;0,000082726421
5;8;9;0,000093122112
5;8;10;0,000096839236
5;8;11;0,000100209155
5;8;12;0,000101863479
5;8;13;0,000106387341
5;8;14;0,000114413877
5;8;15;0,000115802692
5;8;16;0,000105866535
5;8;17;0,000098953094
5;8;18;0,000098595679
5;8;19;0,000100668690
5;8;20;0,000106836664
5;8;21;0,000119948715
5;8;22;0,000136369414
5;8;23;0,000128547116
5;8;24;0,000106172892
5;9;1;0,000088293465
5;9;2;0,000075222262
5;9;3;0,000067335550
5;9;4;0,000063596432
5;9;5;0,000062119637
5;9;6;0,000063784959
5;9;7;0,000070414824
5;9;8;0,000083046131
5;9;9;0,000094012117
5;9;10;0,000098411079
5;9;11;0,000101898828
5;9;12;0,000103312781
5;9;13;0,000107428953
5;9;14;0,000115189980
5;9;15;0,000117515146
5;9;16;0,000108717220
5;9;17;0,000101993092
5;9;18;0,000100767666
5;9;19;0,000101176142
5;9;20;0,000103438465
5;9;21;0,000110256857
5;9;22;0,000126030281
5;9;23;0,000124145011
5;9;24;0,000107303268
5;10;1;0,000091906899
5;10;2;0,000078869735
5;10;3;0,000069917322
5;10;4;0,000065015621
5;10;5;0,000062837087
5;10;6;0,000062734968
5;10;7;0,000063756156
5;10;8;0,000066581442
5;10;9;0,000082035417
5;10;10;0,000100518916
5;10;11;0,000111309466
5;10;12;0,000113930515
5;10;13;0,000116075009
5;10;14;0,000123767957
5;10;15;0,000123291403
5;10;16;0,000108518220
5;10;17;0,000098987134
5;10;18;0,000095651254
5;10;19;0,000095753373
5;10;20;0,000097421313
5;10;21;0,000104024994
5;10;22;0,000120398037
5;10;23;0,000119921483
5;10;24;0,000105114260
5;11;1;0,000092179215
5;11;2;0,000079516487
5;11;3;0,000070366645
5;11;4;0,000065301554
5;11;5;0,000062660081
5;11;6;0,000062088216
5;11;7;0,000062169911
5;11;8;0,000062333301
5;11;9;0,000074451396
5;11;10;0,000093459104
5;11;11;0,000108300366
5;11;12;0,000114291335
5;11;13;0,000117150660
5;11;14;0,000123931347
5;11;15;0,000122025130
5;11;16;0,000106067369
5;11;17;0,000096672442
5;11;18;0,000094384981
5;11;19;0,000096645210
5;11;20;0,000102009850
5;11;21;0,000114182408
5;11;22;0,000132100849
5;11;23;0,000125728637
5;11;24;0,000104869175
5;12;1;0,000086439617
5;12;2;0,000073619782
5;12;3;0,000066047282
5;12;4;0,000062433849
5;12;5;0,000061082739
5;12;6;0,000062622376
5;12;7;0,000068592397
5;12;8;0,000079966857
5;12;9;0,000090461525
5;12;10;0,000095583175
5;12;11;0,000100170664
5;12;12;0,000102307303
5;12;13;0,000106612003
5;12;14;0,000114970032
5;12;15;0,000116415405
5;12;16;0,000105763631
5;12;17;0,000098536764
5;12;18;0,000097939762
5;12;19;0,000100044980
5;12;20;0,000106706266
5;12;21;0,000120405893
5;12;22;0,000136996266
5;12;23;0,000128449710
5;12;24;0,000104978102
5;13;1;0,000086698841
5;13;2;0,000073719545
5;13;3;0,000066366993
5;13;4;0,000062700929
5;13;5;0,000061434656
5;13;6;0,000063140039
5;13;7;0,000069890091
5;13;8;0,000082726421
5;13;9;0,000093122112
5;13;10;0,000096839236
5;13;11;0,000100209155
5;13;12;0,000101863479
5;13;13;0,000106387341
5;13;14;0,000114413877
5;13;15;0,000115802692
5;13;16;0,000105866535
5;13;17;0,000098953094
5;13;18;0,000098595679
5;13;19;0,000100668690
5;13;20;0,000106836664
5;13;21;0,000119948715
5;13;22;0,000136369414
5;13;23;0,000128547116
5;13;24;0,000106172892
5;14;1;0,000086698841
5;14;2;0,000073719545
5;14;3;0,000066366993
5;14;4;0,000062700929
5;14;5;0,000061434656
5;14;6;0,000063140039
5;14;7;0,000069890091
5;14;8;0,000082726421
5;14;9;0,000093122112
5;14;10;0,000096839236
5;14;11;0,000100209155
5;14;12;0,000101863479
5;14;13;0,000106387341
5;14;14;0,000114413877
5;14;15;0,000115802692
5;14;16;0,000105866535
5;14;17;0,000098953094
5;14;18;0,000098595679
5;14;19;0,000100668690
5;14;20;0,000106836664
5;14;21;0,000119948715
5;14;22;0,000136369414
5;14;23;0,000128547116
5;14;24;0,000106172892
5;15;1;0,000086698841
5;15;2;0,000073719545
5;15;3;0,000066366993
5;15;4;0,000062700929
5;15;5;0,000061434656
5;15;6;0,000063140039
5;15;7;0,000069890091
5;15;8;0,000082726421
5;15;9;0,000093122112
5;15;10;0,000096839236
5;15;11;0,000100209155
5;15;12;0,000101863479
5;15;13;0,000106387341
5;15;14;0,000114413877
5;15;15;0,000115802692
5;15;16;0,000105866535
5;15;17;0,000098953094
5;15;18;0,000098595679
5;15;19;0,000100668690
5;15;20;0,000106836664
5;15;21;0,000119948715
5;15;22;0,000136369414
5;15;23;0,000128547116
5;15;24;0,000106172892
5;16;1;0,000088293465
5;16;2;0,000075222262
5;16;3;0,000067335550
5;16;4;0,000063596432
5;16;5;0,000062119637
5;16;6;0,000063784959
5;16;7;0,000070414824
5;16;8;0,000083046131
5;16;9;0,000094012117
5;16;10;0,000098411079
5;16;11;0,000101898828
5;16;12;0,000103312781
5;16;13;0,000107428953
5;16;14;0,000115189980
5;16;15;0,000117515146
5;16;16;0,000108717220
5;16;17;0,000101993092
5;16;18;0,000100767666
5;16;19;0,000101176142
5;16;20;0,000103438465
5;16;21;0,000110256857
5;16;22;0,000126030281
5;16;23;0,000124145011
5;16;24;0,000107303268
5;17;1;0,000091906899
5;17;2;0,000078869735
5;17;3;0,000069917322
5;17;4;0,000065015621
5;17;5;0,000062837087
5;17;6;0,000062734968
5;17;7;0,000063756156
5;17;8;0,000066581442
5;17;9;0,000082035417
5;17;10;0,000100518916
5;17;11;0,000111309466
5;17;12;0,000113930515
5;17;13;0,000116075009
5;17;14;0,000123767957
5;17;15;0,000123291403
5;17;16;0,000108518220
5;17;17;0,000098987134
5;17;18;0,000095651254
